Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Title,Artist_clean,Title_clean
Trippie Redd - Dark Knight Dummo,2,,159,,701239,1274027,Trippie Redd,Dark Knight Dummo,trippie redd,dark knight dummo
Niall Horan - The Show,1,,169,,1272272,1272272,Niall Horan,The Show,niall horan,the show
Gusttavo Lima - Vagabundo,1,,114,,1272147,1272147,Gusttavo Lima,Vagabundo,gusttavo lima,vagabundo
Lil Uzi Vert - Zoom (Bonus Track),1,,191,,1271834,1271834,Lil Uzi Vert,Zoom (Bonus Track),lil uzi vert,zoom (bonus track)
Arctic Monkeys - The Car,1,,129,,1271694,1271694,Arctic Monkeys,The Car,arctic monkeys,the car
Capital Bra - Fightclub,2,,162,,712522,1271633,Capital Bra,Fightclub,capital bra,fightclub
Michael Schulte - You Let Me Walk Alone,2,,126,,677328,1271569,Michael Schulte,You Let Me Walk Alone,michael schulte,you let me walk alone
JENNIE - Intro : JANE with FKJ,1,,190,,1270571,1270571,JENNIE,Intro : JANE with FKJ,jennie,intro : jane with fkj
MC Kevin o Chris - Evoluiu,2,,178,,682254,1270100,MC Kevin o Chris,Evoluiu,mc kevin o chris,evoluiu
Mora - MAREA,1,,150,,1269026,1269026,Mora,MAREA,mora,marea
BigXthaPlug - Cold,1,,195,,1268285,1268285,BigXthaPlug,Cold,bigxthaplug,cold
"Brent Faiyaz - GRAVITY (FEAT. TYLER, THE CREATOR)",1,,73,,1267840,1267840,Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)",brent faiyaz,"gravity (feat. tyler, the creator)"
Mc Livinho - Hoje Eu Vou Parar Na Gaiola,2,,175,,688615,1266318,Mc Livinho,Hoje Eu Vou Parar Na Gaiola,mc livinho,hoje eu vou parar na gaiola
Mora - DE PAQUETE,1,,182,,1266233,1266233,Mora,DE PAQUETE,mora,de paquete
"Lana Del Rey - Paris, Texas",1,,164,,1264434,1264434,Lana Del Rey,"Paris, Texas",lana del rey,"paris, texas"
Brent Faiyaz - VILLAIN'S THEME,1,,75,,1264371,1264371,Brent Faiyaz,VILLAIN'S THEME,brent faiyaz,villain's theme
Lavern - ANARCHY,1,,183,,1263710,1263710,Lavern,ANARCHY,lavern,anarchy
Pressure 9X19 - VVS Switch,1,,196,,1263340,1263340,Pressure 9X19,VVS Switch,pressure 9x19,vvs switch
"Tyler, The Creator - WHAT A DAY",1,,159,,1262431,1262431,"Tyler, The Creator",WHAT A DAY,"tyler, the creator",what a day
Black Eyed Peas - Meet Me Halfway,1,,188,,1261986,1261986,Black Eyed Peas,Meet Me Halfway,black eyed peas,meet me halfway
Patrick Watson - Je te laisserai des mots,1,,196,,1261005,1261005,Patrick Watson,Je te laisserai des mots,patrick watson,je te laisserai des mots
BTS - Boy In Luv,1,,103,,1260792,1260792,BTS,Boy In Luv,bts,boy in luv
Shawn Mendes - Call My Friends,1,,103,,1260706,1260706,Shawn Mendes,Call My Friends,shawn mendes,call my friends
Grupo Frontera - Hecha Pa' Mí,1,,196,,1260540,1260540,Grupo Frontera,Hecha Pa' Mí,grupo frontera,hecha pa' mí
¥$ - HOODRAT,1,,179,,1260289,1260289,¥$,HOODRAT,¥$,hoodrat
BTS - N.O,1,,104,,1259950,1259950,BTS,N.O,bts,n.o
"Zach Bryan - Pain, Sweet, Pain",1,,178,,1259861,1259861,Zach Bryan,"Pain, Sweet, Pain",zach bryan,"pain, sweet, pain"
Manu Gavassi - Deve ser horrível dormir sem mim,2,,187,,677687,1259796,Manu Gavassi,Deve ser horrível dormir sem mim,manu gavassi,deve ser horrível dormir sem mim
Zara Larsson - On My Love,1,,176,,1259693,1259693,Zara Larsson,On My Love,zara larsson,on my love
Drake - Blue Green Red,1,,188,,1259268,1259268,Drake,Blue Green Red,drake,blue green red
Shawn Mendes - Dream,1,,104,,1259100,1259100,Shawn Mendes,Dream,shawn mendes,dream
Stray Kids - Charmer,1,,72,,1258884,1258884,Stray Kids,Charmer,stray kids,charmer
Eladio Carrion - ¿Qué Carajos Quieres Tú Ahora?,1,,160,,1258878,1258878,Eladio Carrion,¿Qué Carajos Quieres Tú Ahora?,eladio carrion,¿qué carajos quieres tú ahora?
Lil Durk - Pelle Coat,1,,172,,1256006,1256006,Lil Durk,Pelle Coat,lil durk,pelle coat
Ninho - VVS,1,,94,,1255496,1255496,Ninho,VVS,ninho,vvs
Addison Rae - New York,1,,180,,1254547,1254547,Addison Rae,New York,addison rae,new york
Shaggy - It Wasn't Me,2,,153,,718016,1254108,Shaggy,It Wasn't Me,shaggy,it wasn't me
Sayf - TU MI PIACI TANTO,1,,147,,1253365,1253365,Sayf,TU MI PIACI TANTO,sayf,tu mi piaci tanto
G-Eazy - The Beautiful & Damned,2,,148,,652234,1251765,G-Eazy,The Beautiful & Damned,g-eazy,the beautiful & damned
Men At Work - Down Under,1,,189,,1251629,1251629,Men At Work,Down Under,men at work,down under
One Direction - Little Things,1,,69,,1251524,1251524,One Direction,Little Things,one direction,little things
Lana Del Rey - Say Yes To Heaven - Sped Up,1,,166,,1251463,1251463,Lana Del Rey,Say Yes To Heaven - Sped Up,lana del rey,say yes to heaven - sped up
Lil Wayne - Hip-Hop,1,,181,,1251094,1251094,Lil Wayne,Hip-Hop,lil wayne,hip-hop
Dixie - Be Happy,2,,193,,636621,1250493,Dixie,Be Happy,dixie,be happy
Peso Pluma - SU CASA,1,,181,,1250142,1250142,Peso Pluma,SU CASA,peso pluma,su casa
Johnny Mathis - It's Beginning to Look Like Christmas,1,,196,,1249008,1249008,Johnny Mathis,It's Beginning to Look Like Christmas,johnny mathis,it's beginning to look like christmas
Emma Stone - Someone In The Crowd,3,,165,,454332,1248713,Emma Stone,Someone In The Crowd,emma stone,someone in the crowd
Tainy - FANTASMA | AVC,1,,199,,1248642,1248642,Tainy,FANTASMA | AVC,tainy,fantasma | avc
Chuyin - PUES QUE LE HAGO ?,1,,189,,1248610,1248610,Chuyin,PUES QUE LE HAGO ?,chuyin,pues que le hago ?
ABBA - When You Danced With Me,1,,70,,1248604,1248604,ABBA,When You Danced With Me,abba,when you danced with me
Stray Kids - GET LIT,1,,177,,1248468,1248468,Stray Kids,GET LIT,stray kids,get lit
J Balvin - Ginza - Remix,5,,158,,268283,1248270,J Balvin,Ginza - Remix,j balvin,ginza - remix
Salvador Sobral - Amar pelos Dois,2,,99,,696481,1248126,Salvador Sobral,Amar pelos Dois,salvador sobral,amar pelos dois
Future - Zoom,2,,99,,741598,1247898,Future,Zoom,future,zoom
Damso - Π. VANTABLACK,1,,57,,1247804,1247804,Damso,Π. VANTABLACK,damso,π. vantablack
RAF Camora - Liebe Grüsse,1,,174,,1247782,1247782,RAF Camora,Liebe Grüsse,raf camora,liebe grüsse
Paramore - Running Out Of Time,1,,146,,1247541,1247541,Paramore,Running Out Of Time,paramore,running out of time
Young Thug - Abracadabra,1,,184,,1246072,1246072,Young Thug,Abracadabra,young thug,abracadabra
KAROL G - Un Gatito Me Llamó,1,,177,,1245712,1245712,KAROL G,Un Gatito Me Llamó,karol g,un gatito me llamó
Charli xcx - Von dutch,1,,197,,1245504,1245504,Charli xcx,Von dutch,charli xcx,von dutch
Calvin Harris - Ocean,1,,181,,1244817,1244817,Calvin Harris,Ocean,calvin harris,ocean
Okan xd - Antidepresan,1,,92,,1244386,1244386,Okan xd,Antidepresan,okan xd,antidepresan
Lil Baby - Get Ugly,1,,79,,1244351,1244351,Lil Baby,Get Ugly,lil baby,get ugly
Maggie Rogers - Alaska,4,,163,,329372,1244291,Maggie Rogers,Alaska,maggie rogers,alaska
Mumford & Sons - Hot Gates,5,,108,,271237,1244097,Mumford & Sons,Hot Gates,mumford & sons,hot gates
Metallica - Moth Into Flame,3,,120,,520936,1243380,Metallica,Moth Into Flame,metallica,moth into flame
Migos - Type Shit,1,,91,,1243104,1243104,Migos,Type Shit,migos,type shit
Anitta - Mil Veces,1,,180,,1242592,1242592,Anitta,Mil Veces,anitta,mil veces
The Weeknd - Nothing Is Lost (You Give Me Strength),1,,153,,1242280,1242280,The Weeknd,Nothing Is Lost (You Give Me Strength),the weeknd,nothing is lost (you give me strength)
Mora - CASUALIDAD,1,,146,,1242008,1242008,Mora,CASUALIDAD,mora,casualidad
"Tyler, The Creator - HEAVEN TO ME",1,,165,,1240125,1240125,"Tyler, The Creator",HEAVEN TO ME,"tyler, the creator",heaven to me
Tame Impala - No Reply,1,,195,,1239579,1239579,Tame Impala,No Reply,tame impala,no reply
Twenty One Pilots - Garbage,1,,185,,1239302,1239302,Twenty One Pilots,Garbage,twenty one pilots,garbage
Young Thug - Hellcat Kenny,1,,189,,1239249,1239249,Young Thug,Hellcat Kenny,young thug,hellcat kenny
Kollegah -,1,,156,,1239234,1239234,Kollegah -,,kollegah -,
Eladio Carrion - Gladiador - Remix,1,,163,,1238900,1238900,Eladio Carrion,Gladiador - Remix,eladio carrion,gladiador - remix
DJ Khaled - Juice WRLD DID,1,,99,,1238823,1238823,DJ Khaled,Juice WRLD DID,dj khaled,juice wrld did
Young Thug - Gucci Grocery Bag,1,,190,,1238093,1238093,Young Thug,Gucci Grocery Bag,young thug,gucci grocery bag
Playboi Carti - Teen X,1,,163,,1237609,1237609,Playboi Carti,Teen X,playboi carti,teen x
Meek Mill - Froze,4,,184,,321842,1237575,Meek Mill,Froze,meek mill,froze
Future - HOLY GHOST,1,,85,,1237507,1237507,Future,HOLY GHOST,future,holy ghost
Taylor Swift - Come In With The Rain (Taylor’s Version),1,,98,,1235904,1235904,Taylor Swift,Come In With The Rain (Taylor’s Version),taylor swift,come in with the rain (taylor’s version)
Dominic Fike - Mona Lisa,1,,192,,1235641,1235641,Dominic Fike,Mona Lisa,dominic fike,mona lisa
TWICE - SET ME FREE,1,,158,,1234552,1234552,TWICE,SET ME FREE,twice,set me free
Melanie Martinez - EVIL,1,,168,,1233550,1233550,Melanie Martinez,EVIL,melanie martinez,evil
Oasis - Champagne Supernova,1,,200,,1233360,1233360,Oasis,Champagne Supernova,oasis,champagne supernova
Future - Good Dope,2,,95,,751098,1231887,Future,Good Dope,future,good dope
Quevedo - AL GOLPITO,1,,198,,1231390,1231390,Quevedo,AL GOLPITO,quevedo,al golpito
Kid Cudi - GET OFF ME,1,,199,,1231216,1231216,Kid Cudi,GET OFF ME,kid cudi,get off me
Aretha Franklin - Son of a Preacher Man,2,,172,,649984,1230790,Aretha Franklin,Son of a Preacher Man,aretha franklin,son of a preacher man
Rauw Alejandro - LEJOS DEL CIELO,1,,121,,1230406,1230406,Rauw Alejandro,LEJOS DEL CIELO,rauw alejandro,lejos del cielo
Black Sabbath - Children of the Grave - 2014 Remaster,1,,195,,1230261,1230261,Black Sabbath,Children of the Grave - 2014 Remaster,black sabbath,children of the grave - 2014 remaster
Lil Baby - Go Hard,1,,172,,1230084,1230084,Lil Baby,Go Hard,lil baby,go hard
Sheheryar Rehan - Majboor,1,,178,,1229893,1229893,Sheheryar Rehan,Majboor,sheheryar rehan,majboor
Daddy Yankee - CAMPEÓN,1,,78,,1228984,1228984,Daddy Yankee,CAMPEÓN,daddy yankee,campeón
BTS - Dynamite - Instrumental,1,,69,,1228322,1228322,BTS,Dynamite - Instrumental,bts,dynamite - instrumental
Marian Hill - Got It,8,,156,,166756,1227789,Marian Hill,Got It,marian hill,got it
Capo Plaza - Allenamento #4,1,,72,,1227269,1227269,Capo Plaza,Allenamento #4,capo plaza,allenamento #4
Taylor Swift - Out Of The Woods,1,,154,,1226291,1226291,Taylor Swift,Out Of The Woods,taylor swift,out of the woods
Calvin Harris - Obsessed,1,,87,,1225739,1225739,Calvin Harris,Obsessed,calvin harris,obsessed
Lil Wayne - Sharks,1,,189,,1225661,1225661,Lil Wayne,Sharks,lil wayne,sharks
Twenty One Pilots - Downstairs,1,,196,,1223864,1223864,Twenty One Pilots,Downstairs,twenty one pilots,downstairs
NewJeans - Supernatural,1,,189,,1223778,1223778,NewJeans,Supernatural,newjeans,supernatural
"Andy Grammer - Don't Give Up On Me - (From ""Five Feet Apart"")",2,,198,,613039,1223556,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",andy grammer,"don't give up on me - (from ""five feet apart"")"
Olivia Dean - I've Seen It,1,,164,,1222807,1222807,Olivia Dean,I've Seen It,olivia dean,i've seen it
KAROL G - Bandida Entrenada,1,,190,,1222354,1222354,KAROL G,Bandida Entrenada,karol g,bandida entrenada
Ellie Goulding - Army,5,,125,,308178,1221953,Ellie Goulding,Army,ellie goulding,army
Jessie J - Sweet Talker,8,,135,,166324,1221710,Jessie J,Sweet Talker,jessie j,sweet talker
Future - Marni On Me,1,,79,,1221465,1221465,Future,Marni On Me,future,marni on me
BTS - I Need U,1,,108,,1221258,1221258,BTS,I Need U,bts,i need u
Morgan Wallen - F150-50,1,,168,,1221256,1221256,Morgan Wallen,F150-50,morgan wallen,f150-50
Panic! At The Disco - Hallelujah,5,,161,,260205,1221143,Panic! At The Disco,Hallelujah,panic! at the disco,hallelujah
Linkin Park - Sorry for Now,2,,129,,749713,1220765,Linkin Park,Sorry for Now,linkin park,sorry for now
Sfera Ebbasta - Orange,1,,129,,1220509,1220509,Sfera Ebbasta,Orange,sfera ebbasta,orange
Nicki Minaj - Fractions,1,,87,,1219634,1219634,Nicki Minaj,Fractions,nicki minaj,fractions
Miley Cyrus - Island,1,,164,,1219541,1219541,Miley Cyrus,Island,miley cyrus,island
Eladio Carrion - TQMQA,1,,200,,1219478,1219478,Eladio Carrion,TQMQA,eladio carrion,tqmqa
Simone Mendes - Saudade Proibida - Ao Vivo,1,,197,,1219322,1219322,Simone Mendes,Saudade Proibida - Ao Vivo,simone mendes,saudade proibida - ao vivo
Lorde - Clearblue,1,,198,,1219216,1219216,Lorde,Clearblue,lorde,clearblue
Guè - Cookies N' Cream,1,,137,,1218593,1218593,Guè,Cookies N' Cream,guè,cookies n' cream
"Mitraz - Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",1,,195,,1218518,1218518,Mitraz,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",mitraz,"akhiyaan gulaab (from ""teri baaton mein aisa uljha jiya"")"
NewJeans - Bubble Gum,1,,200,,1217473,1217473,NewJeans,Bubble Gum,newjeans,bubble gum
Burna Boy - Cheat On Me,1,,189,,1217146,1217146,Burna Boy,Cheat On Me,burna boy,cheat on me
Damso - MEVTR,1,,71,,1216093,1216093,Damso,MEVTR,damso,mevtr
Doja Cat - Gun,1,,192,,1215460,1215460,Doja Cat,Gun,doja cat,gun
Brent Faiyaz - PRICE OF FAME,1,,88,,1214680,1214680,Brent Faiyaz,PRICE OF FAME,brent faiyaz,price of fame
Twenty One Pilots - Good Day,1,,95,,1214644,1214644,Twenty One Pilots,Good Day,twenty one pilots,good day
Young Thug - Uncle M,1,,200,,1214498,1214498,Young Thug,Uncle M,young thug,uncle m
keshi - WANTCHU,1,,198,,1211838,1211838,keshi,WANTCHU,keshi,wantchu
Panic! At The Disco - Crazy=Genius,5,,174,,263538,1210683,Panic! At The Disco,Crazy=Genius,panic! at the disco,crazy=genius
Rauw Alejandro - PICARDÍA,1,,199,,1210266,1210266,Rauw Alejandro,PICARDÍA,rauw alejandro,picardía
Sfera Ebbasta - Serpenti A Sonagli,2,,165,,648261,1210151,Sfera Ebbasta,Serpenti A Sonagli,sfera ebbasta,serpenti a sonagli
Katy Perry - Witness,2,,105,,753700,1208247,Katy Perry,Witness,katy perry,witness
Rihanna - Higher,4,,147,,308424,1207891,Rihanna,Higher,rihanna,higher
Juice WRLD - My Life In A Nutshell,1,,107,,1207582,1207582,Juice WRLD,My Life In A Nutshell,juice wrld,my life in a nutshell
Ed Sheeran - F64,1,,146,,1207425,1207425,Ed Sheeran,F64,ed sheeran,f64
"Raghav Chaitanya - Hua Main (From ""ANIMAL"")",1,,200,,1206832,1206832,Raghav Chaitanya,"Hua Main (From ""ANIMAL"")",raghav chaitanya,"hua main (from ""animal"")"
Megan Moroney - 6 Months Later,1,,195,,1206492,1206492,Megan Moroney,6 Months Later,megan moroney,6 months later
Rels B - Por Dentro,1,,172,,1206095,1206095,Rels B,Por Dentro,rels b,por dentro
Mc IG - Diz Aí Qual é o Plano?,1,,199,,1205890,1205890,Mc IG,Diz Aí Qual é o Plano?,mc ig,diz aí qual é o plano?
Stray Kids - Leave,1,,194,,1205148,1205148,Stray Kids,Leave,stray kids,leave
Zach Bryan - Blue Jean Baby,1,,197,,1203861,1203861,Zach Bryan,Blue Jean Baby,zach bryan,blue jean baby
6ix9ine - LOCKED UP PT. 2,1,,77,,1203193,1203193,6ix9ine,LOCKED UP PT. 2,6ix9ine,locked up pt. 2
DIVINE - Chorni,1,,194,,1203133,1203133,DIVINE,Chorni,divine,chorni
Sam Smith - Drowning Shadows,5,,124,,313567,1202875,Sam Smith,Drowning Shadows,sam smith,drowning shadows
Jack Harlow - Parent Trap,1,,112,,1201953,1201953,Jack Harlow,Parent Trap,jack harlow,parent trap
Ninho - Sky Priority,1,,106,,1201332,1201332,Ninho,Sky Priority,ninho,sky priority
The National - The Alcott,1,,186,,1201061,1201061,The National,The Alcott,the national,the alcott
Playboi Carti - New Tank,1,,169,,1200542,1200542,Playboi Carti,New Tank,playboi carti,new tank
Katy Perry - Never Worn White,1,,110,,1199557,1199557,Katy Perry,Never Worn White,katy perry,never worn white
Future - Super Trapper,2,,116,,681011,1199195,Future,Super Trapper,future,super trapper
"Léo Santana - Desliza (""Ólhinho"" No Corpinho)",1,,133,,1197077,1197077,Léo Santana,"Desliza (""Ólhinho"" No Corpinho)",léo santana,"desliza (""ólhinho"" no corpinho)"
ZAYN - Connexion,1,,77,,1196538,1196538,ZAYN,Connexion,zayn,connexion
Lil Uzi Vert - How To Talk,2,,137,,696349,1196525,Lil Uzi Vert,How To Talk,lil uzi vert,how to talk
"Stray Kids - TASTE (Lee Know, Hyunjin, Felix)",1,,107,,1196209,1196209,Stray Kids,"TASTE (Lee Know, Hyunjin, Felix)",stray kids,"taste (lee know, hyunjin, felix)"
Eminem - Alfred’s Theme,1,,106,,1194973,1194973,Eminem,Alfred’s Theme,eminem,alfred’s theme
Morgan Wallen - Neon Star (Country Boy Lullaby),1,,181,,1194668,1194668,Morgan Wallen,Neon Star (Country Boy Lullaby),morgan wallen,neon star (country boy lullaby)
Morat - Cómo Te Atreves,1,,197,,1193299,1193299,Morat,Cómo Te Atreves,morat,cómo te atreves
SEVENTEEN - God of Music,1,,163,,1193134,1193134,SEVENTEEN,God of Music,seventeen,god of music
Migos - Culture,2,,101,,699732,1191624,Migos,Culture,migos,culture
"Tyler, The Creator - BOYFRIEND, GIRLFRIEND (2020 Demo)",1,,178,,1191391,1191391,"Tyler, The Creator","BOYFRIEND, GIRLFRIEND (2020 Demo)","tyler, the creator","boyfriend, girlfriend (2020 demo)"
Post Malone - Speedometer,1,,199,,1191116,1191116,Post Malone,Speedometer,post malone,speedometer
Jubin Nautiyal - Mere Ghar Ram Aaye Hain,1,,188,,1190554,1190554,Jubin Nautiyal,Mere Ghar Ram Aaye Hain,jubin nautiyal,mere ghar ram aaye hain
Bring Me The Horizon - DArkSide,1,,199,,1190197,1190197,Bring Me The Horizon,DArkSide,bring me the horizon,darkside
Nas - Bonjour,2,,123,,693102,1189558,Nas,Bonjour,nas,bonjour
Jack Harlow - Common Ground,1,,188,,1189518,1189518,Jack Harlow,Common Ground,jack harlow,common ground
Bonez MC - Letztes Mal,1,,100,,1188302,1188302,Bonez MC,Letztes Mal,bonez mc,letztes mal
Ninho - Intro,1,,107,,1188138,1188138,Ninho,Intro,ninho,intro
Natanael Cano - Porque La Demora,1,,192,,1187969,1187969,Natanael Cano,Porque La Demora,natanael cano,porque la demora
Luciano - Meer,2,,175,,594466,1187822,Luciano,Meer,luciano,meer
Meek Mill - Millidelphia,2,,163,,613700,1187821,Meek Mill,Millidelphia,meek mill,millidelphia
Calvin Harris - Holiday,2,,114,,679717,1187510,Calvin Harris,Holiday,calvin harris,holiday
Bryson Tiller - Always Forever,1,,97,,1187022,1187022,Bryson Tiller,Always Forever,bryson tiller,always forever
BTS - Run,1,,119,,1186975,1186975,BTS,Run,bts,run
Bryson Tiller - No Longer Friends,2,,124,,718807,1186322,Bryson Tiller,No Longer Friends,bryson tiller,no longer friends
Eladio Carrion - Triste Verano,1,,172,,1186014,1186014,Eladio Carrion,Triste Verano,eladio carrion,triste verano
Sfera Ebbasta - Gelosi,1,,96,,1185801,1185801,Sfera Ebbasta,Gelosi,sfera ebbasta,gelosi
Kevin Gates - Know Better,4,,189,,300931,1185058,Kevin Gates,Know Better,kevin gates,know better
The 1975 - Me & You Together Song,1,,115,,1184536,1184536,The 1975,Me & You Together Song,the 1975,me & you together song
LightSound - Oa,1,,200,,1183933,1183933,LightSound,Oa,lightsound,oa
Sfera Ebbasta - Uber,2,,171,,636568,1183199,Sfera Ebbasta,Uber,sfera ebbasta,uber
Neton Vega - Todo a Su Tiempo,1,,198,,1182946,1182946,Neton Vega,Todo a Su Tiempo,neton vega,todo a su tiempo
Eslabon Armado - Así Lo Quiso Dios,1,,173,,1181277,1181277,Eslabon Armado,Así Lo Quiso Dios,eslabon armado,así lo quiso dios
DJ Khaled - Hold You Down,7,,138,,187773,1180896,DJ Khaled,Hold You Down,dj khaled,hold you down
Childish Gambino - Les,1,,172,,1180597,1180597,Childish Gambino,Les,childish gambino,les
System Of A Down - Protect The Land,1,,84,,1180524,1180524,System Of A Down,Protect The Land,system of a down,protect the land
Sfera Ebbasta - Giovani Re,1,,99,,1180514,1180514,Sfera Ebbasta,Giovani Re,sfera ebbasta,giovani re
Polo G - Boom,1,,102,,1180169,1180169,Polo G,Boom,polo g,boom
Shiva - Alleluia,1,,110,,1179898,1179898,Shiva,Alleluia,shiva,alleluia
DJ Khaled - KEEP GOING,1,,110,,1178991,1178991,DJ Khaled,KEEP GOING,dj khaled,keep going
Gala - Freed from Desire,1,,174,,1178393,1178393,Gala,Freed from Desire,gala,freed from desire
Baby Keem - The Hillbillies,1,,174,,1178099,1178099,Baby Keem,The Hillbillies,baby keem,the hillbillies
Jessie J - Masterpiece,7,,176,,180681,1178018,Jessie J,Masterpiece,jessie j,masterpiece
beabadoobee - A Night To Remember,1,,200,,1175764,1175764,beabadoobee,A Night To Remember,beabadoobee,a night to remember
Gusttavo Lima - Saudade da Minha Vida - Ao Vivo,1,,156,,1174250,1174250,Gusttavo Lima,Saudade da Minha Vida - Ao Vivo,gusttavo lima,saudade da minha vida - ao vivo
Maroon 5 - Love Is Like,1,,191,,1174174,1174174,Maroon 5,Love Is Like,maroon 5,love is like
Yeat - Bëttr 0ff,1,,182,,1173913,1173913,Yeat,Bëttr 0ff,yeat,bëttr 0ff
"Maluma - Diablo, Qué Chimba",1,,194,,1173366,1173366,Maluma,"Diablo, Qué Chimba",maluma,"diablo, qué chimba"
Luísa Sonza - A Dona Aranha,1,,181,,1172991,1172991,Luísa Sonza,A Dona Aranha,luísa sonza,a dona aranha
Taylor Swift - The Other Side Of The Door (Taylor’s Version),1,,104,,1171822,1171822,Taylor Swift,The Other Side Of The Door (Taylor’s Version),taylor swift,the other side of the door (taylor’s version)
KISS - I Was Made For Lovin' You,1,,194,,1171614,1171614,KISS,I Was Made For Lovin' You,kiss,i was made for lovin' you
Arctic Monkeys - Big Ideas,1,,151,,1171350,1171350,Arctic Monkeys,Big Ideas,arctic monkeys,big ideas
Kelsea Ballerini - Love Me Like You Mean It,6,,184,,199096,1171342,Kelsea Ballerini,Love Me Like You Mean It,kelsea ballerini,love me like you mean it
Jack Harlow - Poison,1,,118,,1170614,1170614,Jack Harlow,Poison,jack harlow,poison
Sam Smith - Gimme,1,,146,,1170287,1170287,Sam Smith,Gimme,sam smith,gimme
Gusttavo Lima - Morar Nesse Motel,1,,183,,1169939,1169939,Gusttavo Lima,Morar Nesse Motel,gusttavo lima,morar nesse motel
KAROL G - DAÑAMOS LA AMISTAD,1,,183,,1169266,1169266,KAROL G,DAÑAMOS LA AMISTAD,karol g,dañamos la amistad
Grupo Marca Registrada - Di Que Sí,1,,179,,1169125,1169125,Grupo Marca Registrada,Di Que Sí,grupo marca registrada,di que sí
Carly Rae Jepsen - Call Me Maybe,1,,196,,1169069,1169069,Carly Rae Jepsen,Call Me Maybe,carly rae jepsen,call me maybe
Future - Sleeping On The Floor,1,,96,,1168877,1168877,Future,Sleeping On The Floor,future,sleeping on the floor
Lauren Daigle - You Say,2,,193,,584531,1168776,Lauren Daigle,You Say,lauren daigle,you say
PNL - Celsius,1,,98,,1168772,1168772,PNL,Celsius,pnl,celsius
Lil Baby - Forever,1,,120,,1168188,1168188,Lil Baby,Forever,lil baby,forever
Cigarettes After Sex - Sweet,1,,197,,1168131,1168131,Cigarettes After Sex,Sweet,cigarettes after sex,sweet
Lorde - California,1,,90,,1166820,1166820,Lorde,California,lorde,california
Migos - Picasso,1,,107,,1165494,1165494,Migos,Picasso,migos,picasso
Zach Bryan - Dawns,1,,159,,1165407,1165407,Zach Bryan,Dawns,zach bryan,dawns
Young Stoner Life - Came and Saw,1,,79,,1164983,1164983,Young Stoner Life,Came and Saw,young stoner life,came and saw
Melanie Martinez - SPIDER WEB,1,,190,,1164811,1164811,Melanie Martinez,SPIDER WEB,melanie martinez,spider web
NATTAN - Última Noite,1,,146,,1163727,1163727,NATTAN,Última Noite,nattan,última noite
Trippie Redd - Molly Hearts,1,,91,,1163568,1163568,Trippie Redd,Molly Hearts,trippie redd,molly hearts
David Bowie - The Man Who Sold The World - 1999 Remastered Version,3,,90,,468292,1163473,David Bowie,The Man Who Sold The World - 1999 Remastered Version,david bowie,the man who sold the world - 1999 remastered version
"Tyler, The Creator - I Ain't Got Time!",2,,139,,695560,1161480,"Tyler, The Creator",I Ain't Got Time!,"tyler, the creator",i ain't got time!
David Bowie - Heroes - 2017 Remaster,1,,183,,1160436,1160436,David Bowie,Heroes - 2017 Remaster,david bowie,heroes - 2017 remaster
Fall Out Boy - HOLD ME TIGHT OR DON’T,2,,163,,601208,1159205,Fall Out Boy,HOLD ME TIGHT OR DON’T,fall out boy,hold me tight or don’t
Turma do Pagode - Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo),1,,142,,1158660,1158660,Turma do Pagode,Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo),turma do pagode,bebe e vem me procurar / quem ama sente saudade (ao vivo)
DJ Khaled - LET'S PRAY,1,,118,,1158124,1158124,DJ Khaled,LET'S PRAY,dj khaled,let's pray
Taylor Swift - Superstar (Taylor’s Version),1,,107,,1158077,1158077,Taylor Swift,Superstar (Taylor’s Version),taylor swift,superstar (taylor’s version)
Mumford & Sons - Broad-Shouldered Beasts,5,,110,,268166,1157638,Mumford & Sons,Broad-Shouldered Beasts,mumford & sons,broad-shouldered beasts
Chris Jedi - Bipolar,2,,197,,588703,1156494,Chris Jedi,Bipolar,chris jedi,bipolar
Hilary Duff - All About You,8,,132,,160789,1156079,Hilary Duff,All About You,hilary duff,all about you
Major Lazer - Believer,3,,141,,427938,1155679,Major Lazer,Believer,major lazer,believer
Panetoz - Håll om mig hårt,4,,138,,337339,1155202,Panetoz,Håll om mig hårt,panetoz,håll om mig hårt
Rihanna - What's My Name?,1,,157,,1155074,1155074,Rihanna,What's My Name?,rihanna,what's my name?
Nat King Cole - Joy To The World - 1999 Remastered,2,,134,,604373,1153979,Nat King Cole,Joy To The World - 1999 Remastered,nat king cole,joy to the world - 1999 remastered
Luciano - Time,1,,195,,1153684,1153684,Luciano,Time,luciano,time
BTS - Danger,1,,128,,1153157,1153157,BTS,Danger,bts,danger
N.W.A. - Straight Outta Compton,6,,186,,204264,1151976,N.W.A.,Straight Outta Compton,n.w.a.,straight outta compton
