Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Title,Artist_clean,Title_clean,Unnamed: 0.1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artists_clean,track_name_clean
Leonard Cohen - You Want It Darker,2,,62,,822899,1277304,Leonard Cohen,You Want It Darker,leonard cohen,you want it darker,99928.0,5zb7npjQqoJ7Kcpq4yD9qn,Leonard Cohen,You Want It Darker,You Want It Darker,62.0,284373.0,False,0.674,0.327,4.0,-16.986,0.0,0.0574,0.613,0.199,0.0756,0.494,108.995,4.0,singer-songwriter,leonard cohen,you want it darker
Arctic Monkeys - The Car,1,,129,,1271694,1271694,Arctic Monkeys,The Car,arctic monkeys,the car,38026.0,0C6dSPCqwKqwos6s1CrDrh,Arctic Monkeys,The Car,The Car,0.0,198554.0,False,0.428,0.365,4.0,-11.889,0.0,0.0276,0.78,0.0033,0.113,0.236,94.033,3.0,garage,arctic monkeys,the car
BTS - Boy In Luv,1,,103,,1260792,1260792,BTS,Boy In Luv,bts,boy in luv,65379.0,3FnDv33WrrMtuEr7hNR3ev,BTS,Skool Luv Affair,Boy in Luv,67.0,230778.0,False,0.491,0.947,0.0,-2.252,1.0,0.306,0.00261,0.0,0.34,0.474,166.236,4.0,k-pop,bts,boy in luv
BTS - N.O,1,,104,,1259950,1259950,BTS,N.O,bts,n.o,65841.0,2GEnvQgSJhedm2sqZlOP8o,BTS,Proof,N.O,62.0,209751.0,False,0.597,0.909,11.0,-4.5,0.0,0.16,0.0443,0.0,0.374,0.564,146.87,4.0,k-pop,bts,n.o
Stray Kids - Charmer,1,,72,,1258884,1258884,Stray Kids,Charmer,stray kids,charmer,65382.0,4QDpsNBlllaLGj8zbF2EE0,Stray Kids,ODDINARY,Charmer,74.0,188573.0,False,0.786,0.762,1.0,-2.508,1.0,0.0519,0.0524,1.04e-05,0.0971,0.731,90.963,4.0,k-pop,stray kids,charmer
Ninho - VVS,1,,94,,1255496,1255496,Ninho,VVS,ninho,vvs,36425.0,5S12Ds2RswM2ITC0u1J01f,Ninho,Jefe,VVS,73.0,187027.0,True,0.751,0.61,10.0,-8.368,0.0,0.485,0.337,0.0,0.11,0.525,167.983,4.0,french,ninho,vvs
ABBA - When You Danced With Me,1,,70,,1248604,1248604,ABBA,When You Danced With Me,abba,when you danced with me,106469.0,46OKHucGhjhskazqD8tKnH,ABBA,Voyage,When You Danced With Me,59.0,170333.0,False,0.477,0.687,2.0,-6.469,1.0,0.0295,0.385,0.00394,0.403,0.724,88.001,4.0,swedish,abba,when you danced with me
BTS - I Need U,1,,108,,1221258,1221258,BTS,I Need U,bts,i need u,65185.0,3wQnyXNFXNUEOBt1pb4urq,BTS,The Most Beautiful Moment in Life Pt.1,I Need U,71.0,210986.0,False,0.478,0.88,5.0,-3.097,0.0,0.0739,0.0213,0.0,0.24,0.707,158.356,4.0,k-pop,bts,i need u
Linkin Park - Sorry for Now,2,,129,,749713,1220765,Linkin Park,Sorry for Now,linkin park,sorry for now,44155.0,34isqXjbTstbYwl2MfdzDq,Linkin Park,One More Light,Sorry for Now,55.0,203653.0,False,0.608,0.584,1.0,-6.652,1.0,0.0352,0.00995,0.0,0.203,0.251,94.956,4.0,grunge,linkin park,sorry for now
"Stray Kids - TASTE (Lee Know, Hyunjin, Felix)",1,,107,,1196209,1196209,Stray Kids,"TASTE (Lee Know, Hyunjin, Felix)",stray kids,"taste (lee know, hyunjin, felix)",65263.0,05ib88vsMeLfwlAfrZyz99,Stray Kids,MAXIDENT,"TASTE (Lee Know, Hyunjin, Felix)",77.0,216120.0,False,0.626,0.623,6.0,-5.718,0.0,0.0653,0.0559,0.0,0.199,0.123,140.209,4.0,k-pop,stray kids,"taste (lee know, hyunjin, felix)"
Morat - Cómo Te Atreves,1,,197,,1193299,1193299,Morat,Cómo Te Atreves,morat,cómo te atreves,67247.0,3WUCtfvF9tIs5iQCYbSu9C,Morat,Retro Baladas,Cómo Te Atreves,0.0,239226.0,False,0.62,0.891,4.0,-4.446,1.0,0.0415,0.0722,0.0,0.131,0.777,130.984,4.0,latin,morat,cómo te atreves
BTS - Run,1,,119,,1186975,1186975,BTS,Run,bts,run,65328.0,3G1aAxWS2Nd17FQs4PWV6X,BTS,The Most Beautiful Moment in Life Pt.2,Run,70.0,236748.0,False,0.554,0.878,11.0,-3.02,0.0,0.0513,0.00146,0.0,0.0998,0.55,132.896,4.0,k-pop,bts,run
Arctic Monkeys - Big Ideas,1,,151,,1171350,1171350,Arctic Monkeys,Big Ideas,arctic monkeys,big ideas,38034.0,4KPi4VNvPOfKqIp1sx19Xf,Arctic Monkeys,The Car,Big Ideas,0.0,237984.0,False,0.548,0.328,9.0,-9.973,0.0,0.0296,0.663,0.00365,0.0972,0.343,67.023,3.0,garage,arctic monkeys,big ideas
Carly Rae Jepsen - Call Me Maybe,1,,196,,1169069,1169069,Carly Rae Jepsen,Call Me Maybe,carly rae jepsen,call me maybe,31259.0,20I6sIOMTCkB6w7ryavxtO,Carly Rae Jepsen,Kiss,Call Me Maybe,80.0,193400.0,False,0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4.0,electro,carly rae jepsen,call me maybe
Lauren Daigle - You Say,2,,193,,584531,1168776,Lauren Daigle,You Say,lauren daigle,you say,2368.0,6Up545NUflOiXo8cEraH49,Lauren Daigle,Look Up Child,You Say,75.0,274693.0,False,0.494,0.632,5.0,-6.89,1.0,0.0342,0.682,0.0,0.0869,0.0797,147.873,4.0,alt-rock,lauren daigle,you say
Cigarettes After Sex - Sweet,1,,197,,1168131,1168131,Cigarettes After Sex,Sweet,cigarettes after sex,sweet,4004.0,6ilc4vQcwMPlvAHFfsTGng,Cigarettes After Sex,Cigarettes After Sex,Sweet,75.0,292110.0,False,0.45,0.511,6.0,-9.073,1.0,0.0276,0.353,0.766,0.139,0.115,96.563,4.0,ambient,cigarettes after sex,sweet
Fall Out Boy - HOLD ME TIGHT OR DON’T,2,,163,,601208,1159205,Fall Out Boy,HOLD ME TIGHT OR DON’T,fall out boy,hold me tight or don’t,33580.0,0Q9vbV7G2Q6lts13nY9YGP,Fall Out Boy,MANIA,HOLD ME TIGHT OR DON’T,58.0,210360.0,False,0.582,0.925,6.0,-4.366,0.0,0.0523,0.00699,2.9e-06,0.108,0.788,95.987,4.0,emo,fall out boy,hold me tight or don’t
BTS - Danger,1,,128,,1153157,1153157,BTS,Danger,bts,danger,65543.0,0zzRxtfO5FGxKdqq4OKmlw,BTS,Dark & Wild,Danger,66.0,245140.0,False,0.738,0.868,1.0,-3.363,1.0,0.0702,0.000907,0.000209,0.275,0.377,111.991,4.0,k-pop,bts,danger
N.W.A. - Straight Outta Compton,6,,186,,204264,1151976,N.W.A.,Straight Outta Compton,n.w.a.,straight outta compton,48072.0,6KIKRz9eSTXdNsGUnomdtW,N.W.A.,Straight Outta Compton,Straight Outta Compton,72.0,258687.0,True,0.834,0.878,8.0,-9.484,1.0,0.15,0.0461,0.0,0.334,0.418,102.848,4.0,hardcore,n.w.a.,straight outta compton
The Beatles - Can't Buy Me Love - Remastered 2009,3,,117,,541084,1151894,The Beatles,Can't Buy Me Love - Remastered 2009,the beatles,can't buy me love - remastered 2009,11436.0,3SdingSsFcZDZAyvcJbgAw,The Beatles,A Hard Day's Night (Remastered),Can't Buy Me Love - Remastered 2009,65.0,131866.0,False,0.483,0.677,0.0,-5.91,1.0,0.0593,0.283,0.0,0.321,0.842,170.72,4.0,british,the beatles,can't buy me love - remastered 2009
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),8,,192,,150961,1148098,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),fall out boy,my songs know what you did in the dark (light em up),33048.0,0xGnsciJBQYbMQUSUAFZkt,Fall Out Boy,Halloween 2022,My Songs Know What You Did In The Dark (Light Em Up),0.0,186826.0,False,0.557,0.924,9.0,-4.341,0.0,0.064,0.0271,3.32e-06,0.537,0.566,151.988,4.0,emo,fall out boy,my songs know what you did in the dark (light em up)
Arctic Monkeys - Hello You,1,,156,,1143722,1143722,Arctic Monkeys,Hello You,arctic monkeys,hello you,38031.0,5ygEUpyZy5qtZ1423zymBW,Arctic Monkeys,The Car,Hello You,0.0,244932.0,False,0.394,0.452,4.0,-9.923,0.0,0.0321,0.276,0.00998,0.193,0.653,169.298,4.0,garage,arctic monkeys,hello you
The 1975 - Oh Caroline,1,,131,,1131506,1131506,The 1975,Oh Caroline,the 1975,oh caroline,2153.0,14dJexYlvd3t3XAtD1pYW1,The 1975,Being Funny In A Foreign Language,Oh Caroline,76.0,212568.0,False,0.646,0.85,2.0,-5.466,1.0,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,4.0,alt-rock,the 1975,oh caroline
The Beatles - Eleanor Rigby - Remastered 2009,3,,129,,502523,1118266,The Beatles,Eleanor Rigby - Remastered 2009,the beatles,eleanor rigby - remastered 2009,11128.0,5GjPQ0eI7AgmOnADn1EO6Q,The Beatles,Revolver (Remastered),Eleanor Rigby - Remastered 2009,69.0,126533.0,False,0.581,0.28,4.0,-9.091,0.0,0.0381,0.936,1.56e-05,0.305,0.813,137.831,4.0,british,the beatles,eleanor rigby - remastered 2009
The Beatles - Love Me Do - Remastered 2009,4,,122,,313318,1110377,The Beatles,Love Me Do - Remastered 2009,the beatles,love me do - remastered 2009,11232.0,3VbGCXWRiouAq8VyMYN2MI,The Beatles,Please Please Me (Remastered),Love Me Do - Remastered 2009,68.0,141693.0,False,0.52,0.829,0.0,-6.228,1.0,0.0806,0.386,6.2e-05,0.227,0.744,147.997,4.0,british,the beatles,love me do - remastered 2009
Red Hot Chili Peppers - Californication,4,,176,,306605,1104783,Red Hot Chili Peppers,Californication,red hot chili peppers,californication,2016.0,2AEdT2ZKd14kzOouzdNOUj,Red Hot Chili Peppers,OK Boomers - Top Tunes,Californication,2.0,329733.0,False,0.592,0.765,9.0,-2.788,0.0,0.027,0.0021,0.00154,0.127,0.327,96.483,4.0,alt-rock,red hot chili peppers,californication
Kane Brown - Heaven,2,,179,,587309,1104639,Kane Brown,Heaven,kane brown,heaven,19650.0,1HXy5I3HTWq8OvxCn0z7G7,Kane Brown,Kane Brown (Deluxe Edition),Heaven,73.0,179506.0,False,0.677,0.556,9.0,-6.544,1.0,0.0306,0.263,0.0,0.105,0.521,80.006,4.0,country,kane brown,heaven
Charli xcx - Good Ones,1,,124,,1101480,1101480,Charli xcx,Good Ones,charli xcx,good ones,31344.0,0CVCO6f2hDWKmDHxeZTDFa,Charli XCX,Trending Pop,Good Ones,0.0,136614.0,False,0.764,0.672,7.0,-5.947,0.0,0.0293,0.072,3.32e-06,0.0806,0.789,129.049,4.0,electro,charli xcx,good ones
Lil Pump - D Rose,2,,146,,615082,1099428,Lil Pump,D Rose,lil pump,d rose,33955.0,1fEl5TPKRJAsuP6TqZ23hB,Lil Pump,Lil Pump,D Rose,55.0,135497.0,True,0.781,0.553,0.0,-4.277,1.0,0.0735,0.201,0.000233,0.383,0.308,121.968,4.0,emo,lil pump,d rose
Norah Jones - It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,1,,196,,1088492,1088492,Norah Jones,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,norah jones,it's not christmas 'til you come home - recorded at spotify studios nyc,62043.0,7bdROC1GostP0gWqEP8P2h,Norah Jones,Christmas Dinner,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0.0,192420.0,False,0.473,0.068,0.0,-20.033,1.0,0.0315,0.892,0.00216,0.105,0.262,93.777,3.0,j-pop,norah jones,it's not christmas 'til you come home - recorded at spotify studios nyc
The Beatles - A Hard Day's Night - Remastered 2009,3,,122,,510290,1076777,The Beatles,A Hard Day's Night - Remastered 2009,the beatles,a hard day's night - remastered 2009,11226.0,5J2CHimS7dWYMImCHkEFaJ,The Beatles,A Hard Day's Night (Remastered),A Hard Day's Night - Remastered 2009,67.0,154200.0,False,0.59,0.805,0.0,-6.481,1.0,0.0371,0.137,0.0,0.0996,0.797,138.514,4.0,british,the beatles,a hard day's night - remastered 2009
Bring Me The Horizon - DiE4u,1,,108,,1072605,1072605,Bring Me The Horizon,DiE4u,bring me the horizon,die4u,71355.0,2gT72HL4Y84K2Mle3miAMJ,Bring Me The Horizon,DiE4u,DiE4u,69.0,207141.0,True,0.355,0.919,7.0,-3.771,1.0,0.356,0.00234,0.000313,0.262,0.259,159.922,4.0,metal,bring me the horizon,die4u
Wham! - Wake Me up Before You Go-Go,2,,78,,653249,1067324,Wham!,Wake Me up Before You Go-Go,wham!,wake me up before you go-go,25054.0,0ikz6tENMONtK6qGkOrU3c,Wham!,Make It Big,Wake Me Up Before You Go-Go,80.0,231333.0,False,0.62,0.573,0.0,-11.893,1.0,0.0423,0.271,0.0,0.0607,0.897,81.548,4.0,disco,wham!,wake me up before you go-go
The Beatles - Something - Remastered 2009,3,,151,,437039,1066838,The Beatles,Something - Remastered 2009,the beatles,something - remastered 2009,11114.0,0pNeVovbiZHkulpGeOx1Gj,The Beatles,Abbey Road (Remastered),Something - Remastered 2009,72.0,182293.0,False,0.396,0.338,0.0,-10.872,1.0,0.0304,0.198,2.62e-06,0.138,0.377,133.522,4.0,british,the beatles,something - remastered 2009
Audioslave - Show Me How to Live,2,,138,,581375,1057703,Audioslave,Show Me How to Live,audioslave,show me how to live,44213.0,21tuvt3CXIsNquc32v8jpc,Audioslave,Audioslave,Show Me How to Live,41.0,277840.0,False,0.433,0.854,9.0,-3.868,1.0,0.0483,0.000336,0.000177,0.162,0.368,89.4,4.0,grunge,audioslave,show me how to live
Lil Baby - In A Minute,1,,155,,1055256,1055256,Lil Baby,In A Minute,lil baby,in a minute,51135.0,06fRsW6JDm7WPQWrmrMak2,Lil Baby,Bad Boy Club,In A Minute,0.0,200470.0,True,0.643,0.605,4.0,-5.968,0.0,0.297,0.0336,0.0,0.112,0.145,84.216,4.0,hip-hop,lil baby,in a minute
TOMORROW X TOGETHER - 0X1=LOVESONG (I Know I Love You) feat. Seori,1,,89,,1048823,1048823,TOMORROW X TOGETHER,0X1=LOVESONG (I Know I Love You) feat. Seori,tomorrow x together,0x1=lovesong (i know i love you) feat. seori,65310.0,1Z8TPHiKeCUyClxV6WTTIf,TOMORROW X TOGETHER,The Chaos Chapter: FREEZE,0X1=LOVESONG (I Know I Love You) feat. Seori,74.0,202203.0,False,0.584,0.836,0.0,-4.925,1.0,0.079,0.0558,0.0,0.0663,0.484,104.973,4.0,k-pop,tomorrow x together,0x1=lovesong (i know i love you) feat. seori
"Stray Kids - 3RACHA (Bang Chan, Changbin, HAN)",1,,153,,1041371,1041371,Stray Kids,"3RACHA (Bang Chan, Changbin, HAN)",stray kids,"3racha (bang chan, changbin, han)",65311.0,6T4o4xEh61CpgM9v4jG5DJ,Stray Kids,MAXIDENT,"3RACHA (Bang Chan, Changbin, HAN)",75.0,208573.0,False,0.721,0.856,0.0,-3.117,0.0,0.301,0.229,0.0,0.0853,0.627,142.068,4.0,k-pop,stray kids,"3racha (bang chan, changbin, han)"
LAUV - Tattoos Together,1,,139,,1018783,1018783,LAUV,Tattoos Together,lauv,tattoos together,31718.0,1Srt81FTalOhRw7t7l8Yh8,Lauv,~how i'm feeling~,Tattoos Together,67.0,186613.0,True,0.862,0.4,4.0,-7.486,1.0,0.0723,0.00575,7.49e-06,0.123,0.598,122.961,4.0,electro,lauv,tattoos together
"The Beatles - Hello, Goodbye - Remastered 2009",3,,153,,444820,1016044,The Beatles,"Hello, Goodbye - Remastered 2009",the beatles,"hello, goodbye - remastered 2009",11471.0,0vZ97gHhemKm6c64hTfJNA,The Beatles,Magical Mystery Tour (Remastered),"Hello, Goodbye - Remastered 2009",63.0,208840.0,False,0.479,0.733,0.0,-8.753,1.0,0.0256,0.306,2.4e-05,0.414,0.806,99.307,4.0,british,the beatles,"hello, goodbye - remastered 2009"
Stray Kids - CHILL,1,,162,,1008678,1008678,Stray Kids,CHILL,stray kids,chill,65326.0,1HshHZrFIF5MRXWCZntOPr,Stray Kids,MAXIDENT,CHILL,74.0,195146.0,False,0.744,0.923,7.0,-2.797,1.0,0.0507,0.115,0.0,0.065,0.522,96.005,4.0,k-pop,stray kids,chill
aespa - Girls,1,,147,,1007378,1007378,aespa,Girls,aespa,girls,65374.0,2WTHLEVjfefbGoW7F3dXIg,aespa,Girls - The 2nd Mini Album,Girls,78.0,240440.0,False,0.57,0.974,3.0,-0.173,0.0,0.325,0.115,0.000594,0.125,0.65,171.958,4.0,k-pop,aespa,girls
Rammstein - Armee der Tristen,1,,135,,1005028,1005028,Rammstein,Armee der Tristen,rammstein,armee der tristen,58071.0,514GW1c9Jn21KgZmO6mZIE,Rammstein,Zeit,Armee der Tristen,74.0,205589.0,False,0.447,0.901,2.0,-5.397,1.0,0.0491,0.000415,0.000103,0.225,0.334,86.01,4.0,industrial,rammstein,armee der tristen
Stray Kids - Lonely St.,1,,123,,1004905,1004905,Stray Kids,Lonely St.,stray kids,lonely st.,65991.0,2xo84jGkxFPrZmmBtS3Pkd,Stray Kids,ODDINARY,Lonely St.,66.0,164853.0,False,0.686,0.825,7.0,-3.192,1.0,0.0582,0.248,0.0,0.0761,0.603,90.053,4.0,k-pop,stray kids,lonely st.
The 1975 - I'm In Love With You,1,,160,,1004838,1004838,The 1975,I'm In Love With You,the 1975,i'm in love with you,2104.0,0uBdQzKghx88d2Lp8SLFKJ,The 1975,I'm In Love With You,I'm In Love With You,78.0,262623.0,True,0.668,0.902,2.0,-3.924,1.0,0.0386,0.169,8.74e-05,0.198,0.913,119.008,4.0,alt-rock,the 1975,i'm in love with you
Miike Snow - Genghis Khan,4,,184,,266675,1000736,Miike Snow,Genghis Khan,miike snow,genghis khan,106450.0,6MDijuuArPJv1vbp7K1x3f,Miike Snow,iii,Genghis Khan,62.0,212146.0,False,0.688,0.847,10.0,-3.238,0.0,0.0508,0.04,2.81e-06,0.598,0.453,93.979,4.0,swedish,miike snow,genghis khan
John Mayer - Shouldn't Matter but It Does,1,,134,,1000650,1000650,John Mayer,Shouldn't Matter but It Does,john mayer,shouldn't matter but it does,99641.0,3MthJpM1IEYp2ulZe00LvP,John Mayer,Sob Rock,Shouldn't Matter but It Does,64.0,236733.0,True,0.549,0.324,4.0,-11.769,1.0,0.0285,0.457,2.2e-06,0.133,0.268,80.888,4.0,singer-songwriter,john mayer,shouldn't matter but it does
The Chainsmokers - iPad,1,,116,,993456,993456,The Chainsmokers,iPad,the chainsmokers,ipad,30307.0,4edHoZerfvMGeLz3ohZit6,The Chainsmokers,So Far So Good,iPad,69.0,202406.0,False,0.665,0.628,2.0,-6.297,1.0,0.026,0.00502,2.02e-05,0.0947,0.551,121.979,4.0,edm,the chainsmokers,ipad
Lana Del Rey - If You Lie Down With Me,1,,121,,988130,988130,Lana Del Rey,If You Lie Down With Me,lana del rey,if you lie down with me,81691.0,2s694fZ36AJLuVnn3IBtFU,Lana Del Rey,Herbststimmung,If You Lie Down With Me,5.0,265186.0,False,0.641,0.346,0.0,-9.508,1.0,0.036,0.913,3.99e-05,0.104,0.187,122.101,4.0,pop,lana del rey,if you lie down with me
Van Halen - Panama - 2015 Remaster,1,,103,,986139,986139,Van Halen,Panama - 2015 Remaster,van halen,panama - 2015 remaster,47427.0,05RgAMGypEvqhNs5hPCbMS,Van Halen,1984 (Remastered),Panama - 2015 Remaster,74.0,210226.0,False,0.526,0.978,8.0,-5.436,1.0,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,4.0,hard-rock,van halen,panama - 2015 remaster
Tom Petty and the Heartbreakers - Christmas All Over Again,1,,167,,985942,985942,Tom Petty and the Heartbreakers,Christmas All Over Again,tom petty and the heartbreakers,christmas all over again,34224.0,2uf7AVYtrIptvnno5tlz9P,Tom Petty and the Heartbreakers,Rock Christmas 2022 - The Very Best Of,Christmas All Over Again,0.0,253626.0,False,0.44,0.838,9.0,-6.196,1.0,0.0423,0.0956,0.0,0.473,0.619,138.908,4.0,folk,tom petty and the heartbreakers,christmas all over again
Red Hot Chili Peppers - Under the Bridge,3,,186,,477518,980896,Red Hot Chili Peppers,Under the Bridge,red hot chili peppers,under the bridge,2309.0,3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,82.0,264306.0,False,0.559,0.345,4.0,-13.496,1.0,0.0459,0.0576,0.000105,0.141,0.458,84.581,4.0,alt-rock,red hot chili peppers,under the bridge
Foo Fighters - The Pretender,1,,130,,977171,977171,Foo Fighters,The Pretender,foo fighters,the pretender,2471.0,7x8dCjCr0x6x2lXKujYD34,Foo Fighters,"Echoes, Silence, Patience & Grace",The Pretender,79.0,269373.0,False,0.433,0.959,9.0,-4.04,1.0,0.0431,0.000917,0.0,0.028,0.365,172.984,4.0,alt-rock,foo fighters,the pretender
Rammstein - PUPPE,1,,120,,971336,971336,Rammstein,PUPPE,rammstein,puppe,58165.0,2iFgHPoa7FNHwgLnjXzu7F,Rammstein,Rammstein,Puppe,67.0,273706.0,False,0.581,0.822,11.0,-7.341,1.0,0.0574,0.0229,0.0,0.126,0.3,116.929,4.0,industrial,rammstein,puppe
Stray Kids - Give Me Your TMI,1,,170,,970850,970850,Stray Kids,Give Me Your TMI,stray kids,give me your tmi,65389.0,7CQhZA3qNDZBoTKWqjD7gR,Stray Kids,MAXIDENT,Give Me Your TMI,74.0,198173.0,False,0.749,0.862,11.0,-3.494,0.0,0.136,0.0513,0.0,0.0944,0.824,97.982,4.0,k-pop,stray kids,give me your tmi
The Lumineers - Cleopatra,3,,147,,353143,969430,The Lumineers,Cleopatra,the lumineers,cleopatra,34176.0,5bzf1xrbqr1ttjAJuRz2xY,The Lumineers,Cleopatra,Cleopatra,68.0,201413.0,False,0.536,0.775,8.0,-6.765,1.0,0.0394,0.228,0.000143,0.0947,0.485,151.393,4.0,folk,the lumineers,cleopatra
Rammstein - Angst,1,,144,,968395,968395,Rammstein,Angst,rammstein,angst,58073.0,0UuNO0yYvsMPlyLF7RfQlg,Rammstein,Zeit,Angst,72.0,224801.0,False,0.639,0.86,11.0,-4.27,1.0,0.069,0.000306,0.00549,0.0507,0.328,112.025,4.0,industrial,rammstein,angst
OneRepublic - Someday,1,,119,,966585,966585,OneRepublic,Someday,onerepublic,someday,79073.0,6aDsgHPZsMztSbZernzlF8,OneRepublic,Human (Deluxe),Someday,76.0,187888.0,False,0.576,0.679,0.0,-7.237,1.0,0.034,0.0311,0.0,0.323,0.213,121.005,4.0,piano,onerepublic,someday
