Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Title,Artist_clean,Title_clean,Unnamed: 0.1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artists_clean,track_name_clean
John Legend - All of Me,1901,,16,,1518421,1138444529,John Legend,All of Me,john legend,all of me,103007.0,3U4isOIWM3VvDubwSI3y7a,John Legend,Love In The Future (Expanded Edition),All of Me,85.0,269560.0,False,0.422,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,4.0,soul,john legend,all of me
Travis Scott - HIGHEST IN THE ROOM,764,48.0,1,(x7),8000249,1122906043,Travis Scott,HIGHEST IN THE ROOM,travis scott,highest in the room,51453.0,3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,82.0,175720.0,True,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,hip-hop,travis scott,highest in the room
Michael Bublé - It's Beginning to Look a Lot like Christmas,461,75.0,3,(x1),14790986,1119419950,Michael Bublé,It's Beginning to Look a Lot like Christmas,michael bublé,it's beginning to look a lot like christmas,62019.0,4DwWLKys3e3SRuJovxX7hz,Michael Bublé,Perfect Christmas Hits,It's Beginning to Look a Lot Like Christmas,1.0,206346.0,False,0.335,0.232,4.0,-11.042,1.0,0.0334,0.908,8.89e-06,0.292,0.381,93.391,3.0,j-pop,michael bublé,it's beginning to look a lot like christmas
Doja Cat - Woman,534,49.0,5,,4541274,1107964408,Doja Cat,Woman,doja cat,woman,20013.0,6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Planet Her,Woman,88.0,172626.0,True,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4.0,dance,doja cat,woman
Måneskin - Beggin',466,104.0,1,(x25),8005228,1097657144,Måneskin,Beggin',måneskin,beggin',56034.0,3Wrjm47oTz2sjIgck11l5e,Måneskin,Chosen,Beggin',86.0,211560.0,False,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,4.0,indie-pop,måneskin,beggin'
Olivia Rodrigo - traitor,637,25.0,7,,5255353,1096219217,Olivia Rodrigo,traitor,olivia rodrigo,traitor,81657.0,5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,SOUR,traitor,88.0,229226.0,False,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,4.0,pop,olivia rodrigo,traitor
Farruko - Pepas,486,104.0,3,(x4),4991996,1092223873,Farruko,Pepas,farruko,pepas,67354.0,5fwSHlTEWpluwOM0Sxnh5k,Farruko,Pepas,Pepas,86.0,287120.0,True,0.762,0.766,7.0,-3.955,1.0,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4.0,latin,farruko,pepas
Bad Bunny - Yonaguni,574,58.0,3,(x17),7191161,1091187590,Bad Bunny,Yonaguni,bad bunny,yonaguni,68602.0,2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,Yonaguni,87.0,206710.0,True,0.644,0.648,1.0,-4.601,1.0,0.118,0.276,0.0,0.135,0.44,179.951,4.0,latino,bad bunny,yonaguni
"Ariana Grande - thank u, next",606,116.0,1,(x53),9606415,1086433407,Ariana Grande,"thank u, next",ariana grande,"thank u, next",20303.0,3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next","thank u, next",82.0,207320.0,True,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,4.0,dance,ariana grande,"thank u, next"
Olivia Rodrigo - deja vu,629,61.0,3,(x7),6965911,1075065707,Olivia Rodrigo,deja vu,olivia rodrigo,deja vu,81752.0,6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,SOUR,deja vu,87.0,215506.0,True,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,4.0,pop,olivia rodrigo,deja vu
Imagine Dragons - Bones,688,,27,,2481967,1054920078,Imagine Dragons,Bones,imagine dragons,bones,91012.0,0HqZX76SFLDz2aW8aiqi7G,Imagine Dragons,Bones,Bones,89.0,165264.0,False,0.773,0.742,5.0,-3.678,0.0,0.046,0.0206,0.0,0.0754,0.571,114.071,4.0,rock,imagine dragons,bones
Frank Ocean - Pink + White,736,,52,,2097465,1054396305,Frank Ocean,Pink + White,frank ocean,pink + white,103050.0,3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Blonde,Pink + White,85.0,184516.0,False,0.545,0.545,9.0,-7.362,1.0,0.107,0.667,5.48e-05,0.417,0.549,159.94,3.0,soul,frank ocean,pink + white
Imagine Dragons - Demons,1335,,37,,1749568,1052187947,Imagine Dragons,Demons,imagine dragons,demons,91017.0,5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Night Visions,Demons,84.0,177506.0,False,0.505,0.71,3.0,-3.015,1.0,0.0321,0.19,0.00025,0.269,0.428,89.938,4.0,rock,imagine dragons,demons
Taylor Swift - Blank Space,799,,14,,3018571,1032061781,Taylor Swift,Blank Space,taylor swift,blank space,81137.0,1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,1989 (Deluxe),Blank Space,85.0,231826.0,False,0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,4.0,pop,taylor swift,blank space
XXXTENTACION - Moonlight,940,10.0,2,(x3),6928295,1031086017,XXXTENTACION,Moonlight,xxxtentacion,moonlight,33015.0,0JP9xo3adEtGSdUEISiszL,XXXTENTACION,?,Moonlight,83.0,135090.0,True,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,4.0,emo,xxxtentacion,moonlight
Bad Bunny - Efecto,416,102.0,6,,5752670,1016162473,Bad Bunny,Efecto,bad bunny,efecto,67559.0,5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Un Verano Sin Ti,Efecto,96.0,213061.0,False,0.801,0.475,7.0,-8.797,0.0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,4.0,latin,bad bunny,efecto
LAUV - I Like Me Better,1112,,24,,1906874,1000581852,LAUV,I Like Me Better,lauv,i like me better,20010.0,2P91MQbaiQOfbiz9VqhqKQ,Lauv,I met you when I was 18. (the playlist),I Like Me Better,83.0,197436.0,False,0.752,0.505,9.0,-7.621,1.0,0.253,0.535,2.55e-06,0.104,0.419,91.97,4.0,dance,lauv,i like me better
Trevor Daniel - Falling,527,89.0,5,,4412756,982655543,Trevor Daniel,Falling,trevor daniel,falling,81456.0,0Aqi7ArnBrGblW5T6p2jmD,Trevor Daniel,Nicotine,Falling,79.0,159381.0,False,0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,4.0,pop,trevor daniel,falling
Twenty One Pilots - Stressed Out,962,83.0,5,,2698436,980630380,Twenty One Pilots,Stressed Out,twenty one pilots,stressed out,91108.0,3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Blurryface,Stressed Out,85.0,202333.0,False,0.734,0.637,4.0,-5.677,0.0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4.0,rock,twenty one pilots,stressed out
5 Seconds of Summer - Youngblood,821,6.0,6,,3369480,959545880,5 Seconds of Summer,Youngblood,5 seconds of summer,youngblood,20361.0,2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood (Deluxe),Youngblood,81.0,203417.0,False,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,4.0,dance,5 seconds of summer,youngblood
Danny Ocean - Me Rehúso,732,,18,,2075957,957612471,Danny Ocean,Me Rehúso,danny ocean,me rehúso,67372.0,6oNU9YKF6xVDQvOB2TrYV8,Danny Ocean,Tropical Vibes,Me rehúso,0.0,205714.0,False,0.743,0.804,1.0,-6.327,1.0,0.0676,0.0231,0.0,0.0494,0.425,104.822,4.0,latin,danny ocean,me rehúso
Charlie Puth - Attention,618,95.0,5,,3327835,955795875,Charlie Puth,Attention,charlie puth,attention,20011.0,5cF0dROlMOK5uNZtivgu50,Charlie Puth,Voicenotes,Attention,83.0,208786.0,False,0.775,0.613,3.0,-4.586,0.0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4.0,dance,charlie puth,attention
JVKE - golden hour,503,,11,,3100355,940331723,JVKE,golden hour,jvke,golden hour,56001.0,5odlY52u43F5BjByhxg7wg,JVKE,this is what ____ feels like (Vol. 1-4),golden hour,81.0,209259.0,False,0.515,0.593,4.0,-4.801,1.0,0.0322,0.653,0.162,0.25,0.153,94.467,3.0,indie-pop,jvke,golden hour
Ava Max - Sweet but Psycho,686,49.0,5,,3733923,937596320,Ava Max,Sweet but Psycho,ava max,sweet but psycho,20261.0,7DnAm9FOTWE3cUvso43HhI,Ava Max,Heaven & Hell,Sweet but Psycho,81.0,187436.0,False,0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.0,0.166,0.62,133.002,4.0,dance,ava max,sweet but psycho
Coldplay - The Scientist,987,,63,,1918224,935238642,Coldplay,The Scientist,coldplay,the scientist,81792.0,5DMirbBpNmJdTU9rGH2VW4,Coldplay,OK Boomers - Top Tunes,The Scientist,2.0,309600.0,False,0.557,0.442,5.0,-7.224,1.0,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4.0,pop,coldplay,the scientist
Ariana Grande - positions,550,93.0,1,(x11),7829519,916255755,Ariana Grande,positions,ariana grande,positions,20012.0,35mvY5S1H3J2QZyna3TFe0,Ariana Grande,Positions,positions,85.0,172324.0,True,0.737,0.802,0.0,-4.771,1.0,0.0878,0.468,0.0,0.0931,0.682,144.015,4.0,dance,ariana grande,positions
Eminem - The Real Slim Shady,866,,36,,1966501,910398351,Eminem,The Real Slim Shady,eminem,the real slim shady,51216.0,3yfqSUWxFvZELEM4PmlwIR,Eminem,The Marshall Mathers LP,The Real Slim Shady,87.0,284200.0,True,0.949,0.661,5.0,-4.244,0.0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4.0,hip-hop,eminem,the real slim shady
Kate Bush - Running Up That Hill (A Deal With God),325,92.0,1,(x17),8559687,906929007,Kate Bush,Running Up That Hill (A Deal With God),kate bush,running up that hill (a deal with god),79001.0,75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Hounds Of Love,Running Up That Hill (A Deal With God),90.0,298933.0,False,0.629,0.547,10.0,-13.123,0.0,0.055,0.72,0.00314,0.0604,0.197,108.375,4.0,piano,kate bush,running up that hill (a deal with god)
Joji - Glimpse of Us,372,71.0,1,(x10),8707455,906270837,Joji,Glimpse of Us,joji,glimpse of us,81102.0,6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,Glimpse of Us,94.0,233456.0,False,0.44,0.317,8.0,-9.258,1.0,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3.0,pop,joji,glimpse of us
Rauw Alejandro - Todo De Ti,431,71.0,2,(x29),7399812,902083204,Rauw Alejandro,Todo De Ti,rauw alejandro,todo de ti,68605.0,4fSIb4hdOQ151TILNsSEaF,Rauw Alejandro,Todo De Ti,Todo De Ti,82.0,199604.0,True,0.78,0.718,3.0,-3.605,0.0,0.0506,0.31,0.000163,0.0932,0.342,127.949,4.0,latino,rauw alejandro,todo de ti
Arctic Monkeys - Why'd You Only Call Me When You're High?,828,,85,,1605573,891412794,Arctic Monkeys,Why'd You Only Call Me When You're High?,arctic monkeys,why'd you only call me when you're high?,38004.0,086myS9r57YsLbJpU0TgK9,Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,88.0,161123.0,False,0.691,0.631,2.0,-6.478,1.0,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4.0,garage,arctic monkeys,why'd you only call me when you're high?
Chris Brown - Under The Influence,421,51.0,6,,4029771,886080983,Chris Brown,Under The Influence,chris brown,under the influence,20000.0,5IgjP7X4th6nMNDh4akUHb,Chris Brown,Indigo (Extended),Under The Influence,96.0,184613.0,True,0.733,0.69,9.0,-5.529,0.0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,4.0,dance,chris brown,under the influence
Shawn Mendes - Treat You Better,684,82.0,4,,3039522,871007222,Shawn Mendes,Treat You Better,shawn mendes,treat you better,20060.0,3QGsuHI8jO1Rx4JWLUh9jd,Shawn Mendes,Illuminate,Treat You Better,84.0,187973.0,False,0.444,0.819,10.0,-4.078,0.0,0.341,0.106,0.0,0.107,0.747,82.695,4.0,dance,shawn mendes,treat you better
a-ha - Take on Me,650,,36,,2428140,870953574,a-ha,Take on Me,a-ha,take on me,91853.0,2WfaOiMkCvy7F5fcp2zZ8L,a-ha,Hunting High and Low,Take on Me,85.0,225280.0,False,0.573,0.902,6.0,-7.638,0.0,0.054,0.018,0.00125,0.0928,0.876,84.412,4.0,rock,a-ha,take on me
Avicii - Wake Me Up,1166,2.0,4,,4470595,865076043,Avicii,Wake Me Up,avicii,wake me up,20158.0,0nrRP2bk19rLc0orkWPQk2,Avicii,True,Wake Me Up,85.0,247426.0,False,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,4.0,dance,avicii,wake me up
Taylor Swift - cardigan,556,14.0,1,(x4),7742178,864648143,Taylor Swift,cardigan,taylor swift,cardigan,81097.0,14MGlCeQzAJj3EeznSGeEC,Taylor Swift,Autumn Vibes 2022,cardigan,0.0,239560.0,False,0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,4.0,pop,taylor swift,cardigan
Zach Bryan - Something in the Orange,657,,53,,1617183,860700275,Zach Bryan,Something in the Orange,zach bryan,something in the orange,19003.0,1e3QZ42GsP8cTy5uQ0G7J3,Zach Bryan,New Country,Something in the Orange,3.0,228013.0,False,0.369,0.192,4.0,-12.151,0.0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3.0,country,zach bryan,something in the orange
Shawn Mendes - There's Nothing Holdin' Me Back,663,34.0,5,,3282626,856288067,Shawn Mendes,There's Nothing Holdin' Me Back,shawn mendes,there's nothing holdin' me back,20028.0,7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,86.0,199440.0,False,0.866,0.813,11.0,-4.063,0.0,0.0554,0.38,0.0,0.0779,0.969,121.998,4.0,dance,shawn mendes,there's nothing holdin' me back
KAROL G - PROVENZA,421,33.0,4,,4074136,842909731,KAROL G,PROVENZA,karol g,provenza,88105.0,51R9caoQ0l5bZ1ahBeqJq9,KAROL G,Verano en Junio,PROVENZA,0.0,210200.0,False,0.87,0.516,1.0,-8.006,1.0,0.0541,0.656,0.00823,0.11,0.53,111.005,4.0,reggae,karol g,provenza
Oasis - Wonderwall - Remastered,998,3.0,2,(x1),3971292,841435079,Oasis,Wonderwall - Remastered,oasis,wonderwall - remastered,91914.0,5qqabIl2vWzo9ApSC317sa,Oasis,(What's The Story) Morning Glory? [Remastered],Wonderwall - Remastered,78.0,258773.0,False,0.378,0.896,2.0,-4.066,1.0,0.0407,0.000452,0.0,0.194,0.469,174.302,4.0,rock,oasis,wonderwall - remastered
Regard - Ride It,679,,12,,2795908,834423749,Regard,Ride It,regard,ride it,30353.0,2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It,Ride It,81.0,157605.0,False,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,4.0,edm,regard,ride it
Sia - Snowman,329,29.0,8,,13974518,830616368,Sia,Snowman,sia,snowman,20204.0,3IPpVTudk50Hj4VThfdzBP,Sia,Merry Christmas,Snowman,3.0,165906.0,False,0.716,0.511,1.0,-6.257,1.0,0.0332,0.483,0.0,0.0928,0.324,104.964,3.0,dance,sia,snowman
Billie Eilish - Happier Than Ever,482,31.0,6,,5185866,827082250,Billie Eilish,Happier Than Ever,billie eilish,happier than ever,81695.0,1SWliBgqzayYYnvmxwbouX,Billie Eilish,Autumn Vibes 2022,Happier Than Ever,0.0,298899.0,False,0.314,0.238,0.0,-8.802,1.0,0.0389,0.741,0.00193,0.128,0.303,72.535,3.0,pop,billie eilish,happier than ever
Taylor Swift - august,550,2.0,4,,5133322,824789591,Taylor Swift,august,taylor swift,august,81556.0,3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,folklore,august,86.0,261922.0,False,0.532,0.623,5.0,-9.208,1.0,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,4.0,pop,taylor swift,august
Billie Eilish - everything i wanted,530,35.0,1,(x1),6706379,822587129,Billie Eilish,everything i wanted,billie eilish,everything i wanted,31050.0,3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,everything i wanted,86.0,245425.0,False,0.704,0.225,6.0,-14.454,0.0,0.0994,0.902,0.657,0.106,0.243,120.006,4.0,electro,billie eilish,everything i wanted
Doja Cat - Need To Know,422,23.0,6,,4538806,820296282,Doja Cat,Need To Know,doja cat,need to know,20052.0,3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Planet Her,Need to Know,84.0,210560.0,True,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,4.0,dance,doja cat,need to know
Panic! At The Disco - High Hopes,706,9.0,8,,2913355,819003001,Panic! At The Disco,High Hopes,panic! at the disco,high hopes,91205.0,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,Pray for the Wicked,High Hopes,81.0,190946.0,False,0.579,0.904,5.0,-2.729,1.0,0.0618,0.193,0.0,0.064,0.681,82.014,4.0,rock,panic! at the disco,high hopes
TV Girl - Lovers Rock,617,,92,,1604623,809872920,TV Girl,Lovers Rock,tv girl,lovers rock,56262.0,6dBUzqjtbnIa1TwYbyw5CM,TV Girl,French Exit,Lovers Rock,83.0,213920.0,False,0.559,0.871,5.0,-5.338,0.0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,4.0,indie-pop,tv girl,lovers rock
Taylor Swift - Lover,518,9.0,2,(x2),5550879,806188610,Taylor Swift,Lover,taylor swift,lover,81091.0,6X7pjnNm5dHSUot6hp3KFU,Taylor Swift,Autumn Vibes 2022,Lover,0.0,221306.0,False,0.359,0.543,7.0,-7.582,1.0,0.0915,0.492,1.57e-05,0.118,0.453,68.505,4.0,pop,taylor swift,lover
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,296,35.0,5,,16333308,805442753,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,dean martin,let it snow! let it snow! let it snow!,64351.0,2bsTRbvMKmgyDYr0mK3jTe,Dean Martin,Christmas Songs 2022,Let It Snow! Let It Snow! Let It Snow!,3.0,115240.0,False,0.484,0.332,1.0,-10.312,1.0,0.037,0.787,0.0,0.373,0.683,134.999,4.0,jazz,dean martin,let it snow! let it snow! let it snow!
TOTO - Africa,853,,66,,1818990,805125315,TOTO,Africa,toto,africa,91903.0,2374M0fQpWi3dLnB54qaLX,TOTO,Toto IV,Africa,83.0,295893.0,False,0.671,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4.0,rock,toto,africa
Tate McRae - you broke me first,578,,12,,2846451,800958148,Tate McRae,you broke me first,tate mcrae,you broke me first,81606.0,45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,you broke me first,84.0,169265.0,True,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,4.0,pop,tate mcrae,you broke me first
Stephen Sanchez - Until I Found You,439,8.0,6,,3717786,794509946,Stephen Sanchez,Until I Found You,stephen sanchez,until i found you,81050.0,0T5iIrXA4p5GsubkhuBIKV,Stephen Sanchez,Until I Found You,Until I Found You,90.0,177720.0,False,0.539,0.508,10.0,-6.05,1.0,0.0288,0.727,0.0,0.174,0.227,101.358,3.0,pop,stephen sanchez,until i found you
Bad Bunny - Moscow Mule,321,83.0,1,(x1),11746115,793828737,Bad Bunny,Moscow Mule,bad bunny,moscow mule,67603.0,6Xom58OOXk2SoU711L2IXO,Bad Bunny,Un Verano Sin Ti,Moscow Mule,94.0,245939.0,True,0.804,0.674,5.0,-5.453,0.0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,4.0,latin,bad bunny,moscow mule
Maluma - Hawái,421,86.0,2,(x13),6400816,793442452,Maluma,Hawái,maluma,hawái,68609.0,1yoMvmasuxZfqHEipJhRbp,Maluma,PAPI JUANCHO,Hawái,77.0,199112.0,False,0.783,0.727,6.0,-3.454,0.0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,4.0,latino,maluma,hawái
Masked Wolf - Astronaut In The Ocean,387,91.0,2,(x5),4628495,780496141,Masked Wolf,Astronaut In The Ocean,masked wolf,astronaut in the ocean,51205.0,3Ofmpyhv5UAQ70mENzB277,Masked Wolf,Astronaut In The Ocean,Astronaut In The Ocean,79.0,132780.0,True,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.472,149.996,4.0,hip-hop,masked wolf,astronaut in the ocean
GAYLE - abcdefu,305,136.0,1,(x28),5475075,776489541,GAYLE,abcdefu,gayle,abcdefu,3004.0,4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,abcdefu,86.0,168601.0,True,0.695,0.54,4.0,-5.692,1.0,0.0493,0.299,0.0,0.367,0.415,121.932,4.0,alternative,gayle,abcdefu
Taylor Swift - Don’t Blame Me,597,,68,,1686630,774460715,Taylor Swift,Don’t Blame Me,taylor swift,don’t blame me,81857.0,1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,reputation,Don’t Blame Me,88.0,236413.0,False,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,4.0,pop,taylor swift,don’t blame me
BTS - Butter,428,43.0,2,(x8),11042335,773357950,BTS,Butter,bts,butter,65042.0,6jjYDGxVJsWS0a5wlVF5vS,BTS,Proof,Butter,83.0,164952.0,False,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.695,109.997,4.0,k-pop,bts,butter
Sam Smith - Too Good At Goodbyes,748,45.0,3,(x14),4134961,769575302,Sam Smith,Too Good At Goodbyes,sam smith,too good at goodbyes,20150.0,1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,83.0,201000.0,False,0.681,0.372,5.0,-8.237,1.0,0.0432,0.64,0.0,0.169,0.476,91.873,4.0,dance,sam smith,too good at goodbyes
Sia - Cheap Thrills,581,131.0,3,(x11),3612966,769075819,Sia,Cheap Thrills,sia,cheap thrills,20023.0,27SdWb2rFzO6GWiYDBTD9j,Sia,This Is Acting,Cheap Thrills,78.0,211666.0,False,0.628,0.698,6.0,-5.608,0.0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4.0,dance,sia,cheap thrills
Creedence Clearwater Revival - Have You Ever Seen The Rain,558,,58,,2097322,768121609,Creedence Clearwater Revival,Have You Ever Seen The Rain,creedence clearwater revival,have you ever seen the rain,19031.0,6UmnCDi8DGVLqh7M2gltkq,Creedence Clearwater Revival,Rock Workout 2023,Have You Ever Seen The Rain,1.0,160133.0,False,0.741,0.697,0.0,-7.03,1.0,0.0277,0.0665,2.35e-05,0.133,0.774,116.109,4.0,country,creedence clearwater revival,have you ever seen the rain
Adele - Set Fire to the Rain,616,,46,,1719764,767333163,Adele,Set Fire to the Rain,adele,set fire to the rain,11001.0,3di5hcvxxciiqwMH1jarhY,Adele,21,Set Fire to the Rain,80.0,242973.0,False,0.603,0.67,2.0,-3.882,0.0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4.0,british,adele,set fire to the rain
Dua Lipa - IDGAF,553,79.0,3,(x1),3463420,764027263,Dua Lipa,IDGAF,dua lipa,idgaf,20353.0,76cy1WJvNGJTj78UqeA5zr,Dua Lipa,Dua Lipa (Deluxe),IDGAF,80.0,217946.0,True,0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.0,0.0824,0.51,97.028,4.0,dance,dua lipa,idgaf
Tiësto - The Business,499,19.0,8,,2975887,761936265,Tiësto,The Business,tiësto,the business,20385.0,5jZdUmR7UmVsw9XkEsPGZF,Tiësto,Hit After Hit,The Business,0.0,164000.0,False,0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,4.0,dance,tiësto,the business
Justin Bieber - Mistletoe,399,,11,,11217241,751551309,Justin Bieber,Mistletoe,justin bieber,mistletoe,81268.0,0GPeyv1Oj1LbqyFJHM3j4C,Justin Bieber,Holidays Are Coming,Mistletoe,2.0,183066.0,False,0.623,0.668,6.0,-7.282,0.0,0.0531,0.475,0.0,0.0862,0.823,161.948,4.0,pop,justin bieber,mistletoe
The Weeknd - Call Out My Name,574,25.0,1,(x4),6473226,750481622,The Weeknd,Call Out My Name,the weeknd,call out my name,81150.0,09mEdoA6zrmBPgTEN5qXmN,The Weeknd,"My Dear Melancholy,",Call Out My Name,89.0,228373.0,False,0.461,0.593,1.0,-4.954,1.0,0.0356,0.17,0.0,0.307,0.175,134.17,3.0,pop,the weeknd,call out my name
Jonas Brothers - Sucker,494,72.0,2,(x11),5168503,750194203,Jonas Brothers,Sucker,jonas brothers,sucker,20351.0,22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Happiness Begins,Sucker,81.0,181026.0,False,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,dance,jonas brothers,sucker
blackbear - hot girl bummer,578,17.0,9,,3190797,734801592,blackbear,hot girl bummer,blackbear,hot girl bummer,31012.0,6jRq8gaZhMUyy5RclRPcAf,blackbear,everything means nothing,hot girl bummer,80.0,188343.0,True,0.782,0.559,6.0,-7.106,0.0,0.0767,0.125,0.0,0.385,0.685,129.992,1.0,electro,blackbear,hot girl bummer
Michael Bublé - Holly Jolly Christmas,364,2.0,10,,11259382,715131078,Michael Bublé,Holly Jolly Christmas,michael bublé,holly jolly christmas,62017.0,5P7RUK1ibNNyuaGoXgs4W6,Michael Bublé,Holly Jolly Christmas,Holly Jolly Christmas,2.0,119786.0,False,0.649,0.466,7.0,-8.308,1.0,0.0428,0.865,0.0,0.0882,0.699,151.251,4.0,j-pop,michael bublé,holly jolly christmas
Lil Nas X - THATS WHAT I WANT,382,18.0,3,(x5),5208116,712683820,Lil Nas X,THATS WHAT I WANT,lil nas x,thats what i want,51051.0,0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,MONTERO,THATS WHAT I WANT,87.0,143901.0,True,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,4.0,hip-hop,lil nas x,thats what i want
Alan Walker - Faded,645,108.0,6,,2617975,695662686,Alan Walker,Faded,alan walker,faded,31027.0,698ItKASDavgwZ3WjaWjtz,Alan Walker,Different World,Faded,80.0,212106.0,False,0.468,0.627,6.0,-5.085,1.0,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4.0,electro,alan walker,faded
Dua Lipa - Break My Heart,454,19.0,6,,4276985,677077932,Dua Lipa,Break My Heart,dua lipa,break my heart,20760.0,017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Future Nostalgia,Break My Heart,78.0,221820.0,False,0.73,0.729,4.0,-3.434,0.0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4.0,dance,dua lipa,break my heart
Ariana Grande - no tears left to cry,430,60.0,2,(x5),5457046,676765440,Ariana Grande,no tears left to cry,ariana grande,no tears left to cry,20858.0,2qT1uLXPVPzGgFOx4jtEuo,Ariana Grande,Sweetener,no tears left to cry,78.0,205920.0,False,0.699,0.713,9.0,-5.507,0.0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4.0,dance,ariana grande,no tears left to cry
